City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Nantucket,US,41.2835,-70.0995,34.0,46,3,8.28,clear sky
701,Huilong,CN,31.8111,121.655,66.0,76,100,14.58,overcast clouds
702,Bilibino,RU,68.0546,166.4372,0.88,78,100,8.34,overcast clouds
703,Lingao,CN,19.9103,109.6859,87.48,56,27,2.1,scattered clouds
704,Dombarovskiy,RU,50.7587,59.5386,33.31,92,100,16.84,light snow
705,Vallenar,CL,-28.5708,-70.7581,67.93,54,100,2.46,overcast clouds
706,Abuyog,PH,10.6667,125.05,85.42,63,38,8.19,scattered clouds
707,Bontang,ID,0.1333,117.5,85.44,68,100,5.08,overcast clouds
708,Calvinia,ZA,-31.4707,19.776,59.0,55,71,6.91,broken clouds
709,Elko,US,41.0002,-115.5012,57.0,13,7,5.99,clear sky
710,Mbanza-Ngungu,CD,-5.25,14.8667,66.99,97,100,2.28,light rain
711,Mossendjo,CG,-2.9506,12.7261,69.44,99,100,5.97,moderate rain
712,Zhezkazgan,KZ,47.8043,67.7144,37.22,65,75,15.75,broken clouds
713,Weligama,LK,5.9667,80.4167,85.69,68,81,11.81,broken clouds
714,Kyaikto,MM,17.3,97.0167,84.22,63,100,3.8,overcast clouds
715,Molchanovo,RU,57.5817,83.7692,33.71,97,100,11.43,overcast clouds
